Location,Total salary,Average salary,occupation_name
"Jasper & Newton Counties PUMA, MO",3088632873.0,41659.19521724012,Chiropractors
"Carlisle Borough PUMA, PA",3086411379.0,40764.47668709612,Tax preparers
"Lehigh Acres & North Fort Myers PUMA, FL",3086379043.0,42432.90194867828,Project management specialists
"Hickory City PUMA, NC",3085359821.0,41670.986913351786,Construction laborers
"Rutland, Bennington & Addison Counties PUMA, VT",3085130068.0,41160.79493270136,Industrial production managers
"Middle Georgia Regional Commission (North & Outside Bibb County) PUMA, GA",3085075445.0,42551.29437585286,"Motor vehicle operators, all other"
"Leyden, Norwood Park (South) Townships & Chicago CityO'Hare PUMA, IL",3083876206.0,42849.70201328486,"Computer occupations, all other"
"Inside Loop I-410 PUMA, TX (79500US4805902)",3083047098.0,45110.66026915289,Human resources workers
"Passaic & Clifton (Southeast) Cities PUMA, NJ",3080964484.0,42267.023447355736,"Other education, training, & library workers"
"Rapides & Vernon Parishes PUMA, LA",3080702948.0,43374.524904810234,Automotive body & related repairers
"Schaumburg Township (South & Central) PUMA, IL",3079928479.0,44903.31462906038,Maids & housekeeping cleaners
"Kent City PUMA, WA",3078596496.0,40502.095828552934,Nonfarm animal caretakers
"Palm Beach Gardens & Riviera Beach Cities PUMA, FL",3076929480.0,47200.42526245789,"Educational, guidance, and career counselors and advisors"
"Kansas City (North Central), Gladstone City & North Kansas City PUMA, MO",3076492451.0,42220.44682635342,Food preparation workers
"Chandler City (Northeast) PUMA, AZ",3072448818.0,44117.37714981165,Physician assistants
"East Central Wisconsin PUMA, WI",3071685306.0,41964.57428844469,Nurse practitioners & nurse midwives
"Belknap, Carroll & Merrimack (Northern) Counties PUMA, NH",3071666215.0,43714.81340832619,"Baggage porters, bellhops, & concierges"
"La Crosse County PUMA, WI",3070472568.0,43812.206556162215,Electricians
"Ouachita Parish PUMA, LA",3067156146.0,44477.362741065765,Software developers
"East New York & Starrett City PUMA, NY",3063936672.0,40401.47513532749,Surgical technologists
"St. Clair Shores, Roseville & Eastpointe Area PUMA, MI",3062470110.0,43871.72663831055,Sales managers
"Leominster, Fitchburg & Gardner Cities PUMA, MA",3056637271.0,44630.82536164894,Insurance underwriters
"Nueces CountyCorpus Christi City (Outer) PUMA, TX",3053962459.0,43165.72449200461,Tool & die makers
"Douglas County PUMA, GA",3053930129.0,43106.68063733359,"Lawyers, & judges, magistrates, & other judicial workers"
"Tucson City (Far Southeast) & Sahuarita Town PUMA, AZ",3053281231.0,44267.990348646126,Recreation workers
"Ridgecrest, Arvin, Tehachapi & California City Cities PUMA, CA",3050345701.0,42986.74662650923,Machinists
"Sharonville, Blue Ash, Springdale & Reading Cities PUMA, OH",3048043152.0,47193.08989403732,Billing & posting clerks
"San Diego City (Southeast/Encanto & Skyline) PUMA, CA",3047387883.0,40959.49173466992,"Lawyers, & judges, magistrates, & other judicial workers"
"Bell County (West)Killeen & Harker Heights Cities PUMA, TX",3043921768.0,41217.17288307882,Recreation workers
"Imperial Calcasieu Regional Planning & Development District 2 (South) PUMA, LA",3041001944.0,43747.74103340284,Human resources managers
"Eugene City (West & South) PUMA, OR",3040902445.0,42159.72861272693,Reservation & transportation ticket agents & travel clerks
"Panhandle Regional Planning Commission (Outside Potter & Randall Counties) PUMA, TX",3040643602.0,40102.28873094967,Social & human service assistants
"Delano, Wasco & Shafter Cities PUMA, CA",3039460758.0,40687.67355684487,Tax preparers
"Far Rockaway, Breezy Point & Broad Channel PUMA, NY",3039347267.0,43913.741458233664,"Mail clerks & mail machine operators, except postal service"
"Crater Planning District Commission PUMA, VA",3033092295.0,41232.10857998591,Other assemblers and fabricators
"Cutler Bay Town & Palmetto Bay Village PUMA, FL",3029759377.0,45464.888080410085,"Bus drivers, transit and intercity"
"Manatee County (North) PUMA, FL",3029199610.0,44457.78271730826,Recreation workers
"West Central Minnesota PUMA, MN",3028452457.0,42292.50444637283,Helpersproduction workers
"Central Shenandoah Planning District Commission (Southwest) PUMA, VA",3025950335.0,40356.17163704147,"Entertainers & performers, sports & related workers, all other"
"Knox, Stark, Bureau, Marshall & Woodford Counties PUMA, IL",3025732003.0,40767.99627198368,Telemarketers
"Albuquerque City (Far Northeast Heights) PUMA, NM",3025628203.0,46605.547048123095,"Purchasing agents, except wholesale, retail, & farm products"
"Sioux City PUMA, IA",3025399944.0,42244.84703586359,"Shipping, receiving, & traffic clerks"
"Greater Newburgh City PUMA, NY",3024622118.0,42915.5591758471,Emergency medical technicians
"Davidson County PUMA, NC",3023689117.0,40638.91759903856,Computer & information systems managers
"Palm Desert, La Quinta (West) & Desert Hot Springs Cities PUMA, CA",3023273925.0,43059.24947319361,Mental health counselors
"Columbia, Levy, Bradford, Gilchrist, Dixie & Union Counties PUMA, FL",3022298811.0,40898.9441323518,"Postal service mail sorters, processors, & processing machine operators"
"Auburn City & Lakeland PUMA, WA",3021382780.0,41531.20522130596,Chiropractors
"Bremerton & Port Orchard Cities PUMA, WA",3020498135.0,45256.1401101864,"Electrical, electronics, & electromechanical assemblers"
"Lancaster City PUMA, CA",3020363742.0,43492.46134358063,Driver/sales workers & truck drivers
"Bayview & Hunters Point PUMA, CA",3017450920.0,41799.86967352163,Janitors & building cleaners
"Bloomington City PUMA, IN",3016153914.0,45178.662974747815,Insurance claims & policy processing clerks
"Rancho Cordova City PUMA, CA",3015368828.0,45409.312264044645,Construction laborers
"Palm Beach County (West of Boca Raton City) PUMA, FL",3014885033.0,44906.91409844071,Substance abuse and behavioral disorder counselors
"Graham, Elk Plain & Prairie Ridge PUMA, WA",3013172042.0,43509.08820488133,"Lawyers, & judges, magistrates, & other judicial workers"
"Seminole County (South Central) PUMA, FL",3013169072.0,43822.76032949527,"Sales representatives, wholesale & manufacturing"
"Mount Rogers Planning District Commission PUMA, VA",3011078713.0,41798.68275475015,Respiratory therapists
"Greene, Daviess, Owen, Orange & Martin Counties PUMA, IN",3010752370.0,42341.54703426326,Firstline supervisors of correctional officers
"Inland Region PUMA, CA",3009914959.0,44274.21069433222,Other managers
"Natrona, Carbon & Converse Counties PUMA, WY",3007143211.0,44603.327259607344,Firefighters
"Maricopa County (West) & Gila River Indian Community (Northwest) PUMA, AZ",3005661285.0,44500.4957694091,"Bookkeeping, accounting, & auditing clerks"
"LA City (South Central/Westmont) PUMA, CA",3004078865.0,36329.82998284213,Carpenters
"Hernando County PUMA, FL",3003482862.0,42715.22195335385,"Miscellaneous office & administrative support workers, including desktop publishers"
"Hesperia City & Apple Valley Town PUMA, CA",2999901961.0,40550.75549899976,"Miscellaneous agricultural workers, including animal breeders"
"Bluegrass Area Development District (Northeast) PUMA, KY",2999822247.0,44262.22269152386,"Miscellaneous agricultural workers, including animal breeders"
"Yuma City PUMA, AZ",2999169784.0,42496.70672811033,Teaching assistants
"St. George City PUMA, UT",2999100297.0,42315.41735008386,Purchasing managers
"Coeur d'Alene, Post Falls & Hayden Cities PUMA, ID",2996916310.0,43512.51054816746,"Doortodoor sales workers, news & street vendors, & related workers"
"Doral, Sweetwater Cities & Fontainebleau PUMA, FL",2995504287.0,44096.878454316975,"Social workers, all other"
"Fort Worth City (West) PUMA, TX",2995149524.0,46613.00124058555,"Inspectors, testers, sorters, samplers, & weighers"
"Clearfield, McKean, Elk, Potter & Cameron Counties PUMA, PA",2992964621.0,41863.41478415361,Nonfarm animal caretakers
"Marion, Knox & Morrow Counties PUMA, OH",2991289441.0,41828.000694133305,"Interviewers, except eligibility & loan"
"Jackson County (East) PUMA, MO",2991081408.0,44523.87882670986,"Social workers, all other"
"Yuba City PUMA, CA",2990856645.0,43779.58854480997,Library technicians
"Oro Valley Town PUMA, AZ",2990351387.0,45077.324675143114,Credit counselors & loan officers
"Durham City (North) PUMA, NC",2989047845.0,45661.214464625016,Editors
"Crown Heights South, Prospect Lefferts & Wingate PUMA, NY",2986502808.0,43937.02817481356,Laundry & drycleaning workers
"Lebanon County PUMA, PA",2985353807.0,41792.435978584006,Compliance officers
"Lancaster, Chesterfield & Marlboro Counties PUMA, SC",2983311235.0,42187.70687968098,Taxi drivers
"LA City (North Central/Granada Hills & Sylmar) PUMA, CA",2983276299.0,45836.17942501268,Medical secretaries and administrative assistants
"Babylon Town (Northwest) PUMA, NY",2981854117.0,42264.62955557971,Medical records specialists
"Thurston County (Outer) PUMA, WA",2980812154.0,46059.221254216165,Firstline supervisors of police & detectives
"Albuquerque City (Northwest Mesa), Paradise Hills & Navajo Nation-Tohajiilee Chapter PUMA, NM",2980014255.0,45612.77651368697,Compliance officers
"West Columbia, Cayce Cities, Irmo Town & Seven Oaks PUMA, SC",2979509533.0,44523.393896438596,"Ambulance drivers & attendants, except emergency medical technicians"
"Manchester & East Hartford Towns PUMA, CT",2978392120.0,45314.366122697036,Cashiers
"Southeast Utah & Uintah Basin Region PUMA, UT",2976691588.0,41695.38198594,Machinists
"Chester City PUMA, PA",2974395707.0,41725.81547281744,Medical transcriptionists
"Memphis (East), Lakeland Cities & Arlington Town (South) PUMA, TN",2974180081.0,44989.486463860274,"Electric motor, power tool, & related repairers"
"Mack & Dent PUMA, OH",2971079279.0,44927.19031010254,Dishwashers
"Phoenix City (Uptown) PUMA, AZ",2967946414.0,46307.65603207064,Fire inspectors
"Tazewell County PUMA, IL",2964640498.0,42768.783463157,Diagnostic medical sonographers
"Greater Utica & Rome Cities PUMA, NY",2964167642.0,41830.077174304184,"Opticians, dispensing"
"Rowlett & Garland (Northeast) Cities PUMA, TX",2958984856.0,43568.77263035058,Stockers and order fillers
"Lycoming & Clinton Counties PUMA, PA",2957247634.0,42263.8030116584,Cooks
"Altoona City PUMA, PA",2956320580.0,42047.27519490482,Software developers
"San Jacinto, Beaumont, Banning & Calimesa Cities PUMA, CA",2952688218.0,41209.5884439012,Preschool & kindergarten teachers
"Kendall (North), Sunset & Westwood Lakes PUMA, FL",2949002700.0,46894.856136567534,Maids & housekeeping cleaners
"Cole, Callaway, Moniteau & Osage Counties PUMA, MO",2947709879.0,43012.036154882015,Bill & account collectors
"Clovis City PUMA, CA",2945375866.0,45597.6524008852,Firstline supervisors of nonretail sales workers
"Eagle City PUMA, ID",2942763354.0,42924.115431694525,Pharmacists
"Osceola County (East) PUMA, FL",2942661230.0,39663.061038661865,Tax preparers
"Chico City PUMA, CA",2941995241.0,42544.27272831518,"Healthcare support workers, all other, including medical equipment preparers"
"Austin, Belmont Cragin & Montclare PUMA, IL",2940703808.0,39267.75347842299,Paramedics
"Phoenix City (Northeast Central) PUMA, AZ",2940585239.0,44208.715668513156,Phlebotomists
"Elizabethtown Borough PUMA, PA",2937816804.0,43414.654805183025,Nonfarm animal caretakers
"Will County (South) PUMA, IL",2936349433.0,42376.11621279396,Financial analysts
"LA City (Northeast/Sunland, Sun Valley & Tujunga) PUMA, CA",2936172419.0,42551.34708337596,"Office clerks, general"
"Glades & Western Communities PUMA, FL",2935181840.0,43668.62368386725,"Architects, except landscape and naval"
"Ocean County (South) PUMA, NJ",2933341011.0,45367.96082379999,Ship & boat captains & operators
"Pinellas County (North) PUMA, FL",2930462520.0,44669.86384616655,"Food servers, nonrestaurant"
"Rock Island County PUMA, IL",2930417361.0,42938.16067975227,Adhesive bonding machine operators & tenders
"Between Loop I-610 & Beltway TX-8 PUMA, TX (79500US4804612)",2928835684.0,47737.1594666495,Tellers
"Columbus (South), Grove Cities & Groveport Village PUMA, OH",2924151988.0,42733.98548263029,"Office clerks, general"
"South Miami City, Westchester & Coral Terrace PUMA, FL",2921987670.0,46991.969127442055,"Electrical & electronics repairers, transportation equipment, & industrial & utility"
"Sauk & Columbia Counties PUMA, WI",2917624391.0,42116.03745352508,"Hosts & hostesses, restaurant, lounge, & coffee shop"
"Vancouver City (West & Central) PUMA, WA",2912552848.0,44495.67584357169,"Shipping, receiving, & traffic clerks"
"Lincoln & Cleveland (East) Counties PUMA, NC",2910016182.0,43215.45769465627,Agricultural and food science technicians
"Alamo Area COG (Northwest) & Blanco County PUMA, TX",2909914843.0,44607.570057894394,Food service managers
"Salinas City PUMA, CA",2908364123.0,39641.2906853855,"Purchasing agents, except wholesale, retail, & farm products"
"Flagstaff City PUMA, AZ",2905305619.0,42638.10915451525,Structural iron & steel workers
"Kennewick & Richland (South) Cities PUMA, WA",2902908232.0,43289.70327431214,Landscaping and groundskeeping workers
"Islip Town (Northwest) PUMA, NY",2900963373.0,38300.12307099638,Electrical and electronic engineering technologists and technicians
"Perry & Decatur (South & East) TownshipsIndianapolis City (South) PUMA, IN",2900448863.0,41970.28279135644,Registered nurses
"Ocean County (Northwest) PUMA, NJ",2898210955.0,41514.59625917227,Locomotive engineers & operators
"Greece & Gates Towns PUMA, NY",2896379276.0,44105.15087085744,Home health aides
"Joliet & Troy Townships PUMA, IL",2896164096.0,39844.060238215505,Dental assistants
"Glendale City (North) PUMA, AZ",2894832408.0,42860.76208765209,Other drafters
"Carson City PUMA, CA",2893652425.0,43038.50939362038,"Educational, guidance, and career counselors and advisors"
"Kandiyohi, McLeod, Meeker, Renville & Sibley Counties PUMA, MN",2892443069.0,43470.634238832434,School bus monitors
"Kingston Borough PUMA, PA",2889927598.0,42616.62217108513,"Securities, commodities, & financial services sales agents"
"KIPDA Area Development District (Southeast) PUMA, KY",2888736415.0,44171.74886145193,Detectives & criminal investigators
"Orange County (Northwest) PUMA, FL",2884133925.0,42056.898529030055,"Property, real estate, & community association managers"
"Greater Delray Beach City PUMA, FL",2881543522.0,43603.465739103216,Photographers
"Tempe City (North) PUMA, AZ",2879494350.0,43681.49470715213,Paramedics
"Adams & Franklin (Southeast) Counties PUMA, PA",2879113253.0,43833.93703186471,Sales managers
"Apache Junction City PUMA, AZ",2878774068.0,42672.44149086681,Social & human service assistants
"Upland & Montclair Cities PUMA, CA",2877894281.0,42524.12332276202,File clerks
"Paradise (Northwest) & Winchester PUMA, NV",2877566343.0,40461.874515232616,"Religious workers, all other"
"Starkville, Columbus & West Point Cities PUMA, MS",2875595340.0,41711.1182094609,Accountants & auditors
"Jackson County PUMA, MI",2875183033.0,42244.07424166944,Paralegals & legal assistants
"Tucson (West) & Marana Cities PUMA, AZ",2873396419.0,43576.779137608726,Childcare workers
"Seat Pleasant City, Capitol Heights Town & Landover PUMA, MD",2872801128.0,40951.855803944876,Recreation workers
"Catonsville, Woodlawn & Arbutus PUMA, MD",2872786500.0,43843.421402176304,Secondary school teachers
"Brazos Valley COG (Outside Brazos County) & Milam County PUMA, TX",2871968878.0,41468.6508596887,"Coin, vending, & amusement machine servicers & repairers"
"Bonita Springs City & Estero (East) PUMA, FL",2871322237.0,47493.581732011146,Electricians
"Western Upper Peninsula PUMA, MI",2870583161.0,42712.19545062518,"Farmers, ranchers, & other agricultural managers"
"Fountain City PUMA, CO",2869290250.0,43755.3903979746,"Medical, dental, & ophthalmic laboratory technicians"
"Long Beach City (North) PUMA, CA",2868575087.0,42884.70844601572,Licensed practical & licensed vocational nurses
"Boise (North & West) & Garden City Cities PUMA, ID",2867442719.0,46782.14404627238,Construction laborers
"Darke, Shelby & Preble Counties PUMA, OH",2867095868.0,42424.48932835221,Sales managers
"Windsor, Windham & Orange Counties PUMA, VT",2866245912.0,42800.86869261173,Landscape architects
"Fort Worth City (South Central) & Edgecliff Village Town PUMA, TX",2864407593.0,42726.640049652495,Water & wastewater treatment plant & system operators
"Pittsfield City PUMA, MA",2863589471.0,42655.56089726808,Firstline supervisors of housekeeping & janitorial workers
"Maplewood, Roseville & North St. Paul Cities PUMA, MN",2862355805.0,43846.105389297714,Other Sales Workers
"Buncombe County (Northwest) PUMA, NC",2860115862.0,42764.59419062473,Sales managers
"Thornton Township PUMA, IL",2859615912.0,40491.57135533779,Physical therapist assistants & aides
"New Haven Town PUMA, CT",2858914761.0,43644.13729811192,Janitors & building cleaners
"Central Texas COG (West), Burnet & Llano Counties PUMA, TX",2858324793.0,42093.71906347241,Public relations specialists
"Jackson, Williamson, Franklin & Perry Counties PUMA, IL",2856043348.0,43466.17779412813,Other teachers and instructors
"Springfield City (South) PUMA, MO",2852715111.0,44791.00203625095,"Bus drivers, school"
"New Orleans City (Northeast) PUMA, LA",2850519912.0,45577.73672900687,Other entertainment attendants and related workers
"Monterey (South & East) & San Benito Counties PUMA, CA",2848877502.0,41451.73828602,"Social workers, all other"
"Jersey Village CityBetween Beltway TX-8 & FM-1960 PUMA, TX",2848555364.0,43732.45591545166,Dietetic technicians and ophthalmic medical technicians
"Southeast Nebraska PUMA, NE",2847461638.0,40222.58406735302,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic"
"Socorro & Horizon Cities PUMA, TX",2847135436.0,39384.64224983872,"Graders & sorters, agricultural products"
"Lawrence City PUMA, KS",2843945759.0,43536.01776532771,Training & development managers
"Kansas City PUMA, KS",2842775403.0,42031.16051087506,Waiters & waitresses
"Warren & Center Line Cities PUMA, MI",2840895994.0,41112.872419686486,Construction & building inspectors
"Hampton City PUMA, VA",2839685603.0,42896.03678016902,Embalmers & funeral attendants
"Bristol (Outside New Bedford City) & Plymouth (South) Counties PUMA, MA",2838791195.0,43833.95081835657,Laundry & drycleaning workers
"Liberty & Chambers Counties PUMA, TX",2837287926.0,41158.05367948228,Civil engineers
"Thomas Jefferson Planning District Commission (South & East) PUMA, VA",2837255746.0,48498.29915403678,Nursing assistants
"Oak Ridge City (West) PUMA, TN",2836115465.0,43523.95807545381,Printing press operators
"Nuuanu to Kalihi PUMA, HI",2835813188.0,41474.42419580634,"Welding, soldering, & brazing workers"
"Houston City (West)North of US-90 & West of TX-6 PUMA, TX",2835175866.0,43757.56017429667,Water & wastewater treatment plant & system operators
"Sacramento City (Southwest/Pocket, Meadowview & North Laguna) PUMA, CA",2834931796.0,42381.74608465744,Education administrators
"Subsistence Alaska PUMA, AK",2834605540.0,40197.07780863349,Surveying & mapping technicians
"Hibbing & Cloquet Cities PUMA, MN",2833000056.0,43693.20291331495,"Carpet, floor, & tile installers & finishers"
"Indiana & Armstrong Counties PUMA, PA",2831483608.0,41423.57706849841,Architectural & engineering managers
"Lake Worth City, Lantana Town & Atlantis City PUMA, FL",2830568956.0,42319.12721287066,"Chemical processing machine setters, operators, & tenders"
"Henry County (South)McDonough City PUMA, GA",2830120428.0,42187.17790337093,"Secretaries and administrative assistants, except legal, medical, and executive"
"Ocean City & Somers Point City PUMA, NJ",2829606442.0,46109.55241945168,Shuttle drivers and chauffeurs
"Revere, Chelsea & Winthrop Town Cities PUMA, MA",2828567395.0,43059.28568995529,"Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians"
"Pike, Wayne & Susquehanna Counties PUMA, PA",2827683952.0,41770.102458114285,Cooks
"Cheney City PUMA, WA",2826579758.0,43846.555640755774,Miscellaneous health technologists & technicians
"Chesapeake City (Northeast) PUMA, VA",2822980831.0,44338.763683068,Physical therapist assistants & aides
"Henry County (North)Stockbridge City PUMA, GA",2822822394.0,44896.2406211237,Legal secretaries and administrative assistants
"Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities PUMA, FL",2820437896.0,42976.43357988667,Insurance sales agents
"Franklin & Hampshire (North) Counties PUMA, MA",2820322461.0,44188.96403269534,Driver/sales workers & truck drivers
"Ark-Tex COG (West) PUMA, TX",2819771198.0,42408.243478049524,Preschool & kindergarten teachers
"Waterloo & Cedar Falls Cities PUMA, IA",2819305357.0,41043.091943316875,Machinists
"Newark City (North & East) PUMA, NJ",2819173898.0,37275.983863133,Firstline supervisors of retail sales workers
"Pike & Washington (Northwest) TownshipsIndianapolis City (Northwest) PUMA, IN",2818544674.0,45063.740190375705,Firstline supervisors of food preparation & serving workers
"Pittsburgh City (South) PUMA, PA",2817290520.0,42027.38786250019,"Hosts & hostesses, restaurant, lounge, & coffee shop"
"Cass & Bates Counties PUMA, MO",2815091051.0,43998.36027248873,"Religious workers, all other"
"Westpark Tollway, West of Beltway TX-8 PUMA, TX",2814861137.0,45850.57579898071,Social & community service managers
"Harrison, Marion, Taylor & Doddridge Counties PUMA, WV",2814826900.0,43328.02577901232,Travel agents
"Jacksonville City PUMA, NC",2814191453.0,43548.9789508364,Public relations specialists
"Fulton County (South)Union & Fairburn Cities PUMA, GA",2813790945.0,42156.60023853644,Education administrators
"Lawrence TownshipIndianapolis (Northeast) & Lawrence Cities PUMA, IN",2813752101.0,46607.56373868349,Construction managers
"Lincoln, Warren, Audrain, Pike & Montgomery Counties PUMA, MO",2811960310.0,40948.23613599193,Preschool & kindergarten teachers
"Hillsborough County (Northeast) PUMA, FL",2810091359.0,43380.22236479681,"Firstline supervisors of mechanics, installers, & repairers"
"Rocky Mount City PUMA, NC",2807577496.0,41832.006195203336,Parking lot attendants
"Iberia, St. Mary & St. Martin Parishes PUMA, LA",2806755324.0,41570.695872513665,Computer & information systems managers
"Livingston, Ford, Iroquois & Vermilion Counties PUMA, IL",2806234041.0,41067.424064773055,Registered nurses
"Henderson & Transylvania Counties PUMA, NC",2805044833.0,43801.350532609045,"Meter readers, utilities"
"Forrest, Lamar, Marion & Perry CountiesHattiesburg City PUMA, MS",2804928773.0,42543.47470454034,Riggers
"The Hammocks (West), Richmond West (West) & Country Walk PUMA, FL",2804337094.0,45000.325282457394,Home health aides
"Brooklyn, Parma, Parma Heights & Seven Hills Cities PUMA, OH",2802804213.0,43450.84888854579,Painting workers
"Columbus City PUMA, IN",2800328392.0,44216.15513327259,"Carpet, floor, & tile installers & finishers"
"Hamilton & Fairfield Cities PUMA, OH",2798062228.0,41758.70995498626,Nonfarm animal caretakers
"Galt, Isleton Cities & Delta Region PUMA, CA",2797682230.0,46980.375039094964,Entertainment and recreation managers
"Arlington City (West)South of I-30 & East of Loop I-820 PUMA, TX",2797527715.0,42519.96103895706,Special education teachers
"Erie & Sandusky Counties PUMA, OH",2796249539.0,42036.29086808384,Cashiers
"Greater Miami Lakes Town PUMA, FL",2795842024.0,45118.84772681451,Radiologic technologists and technicians
"Cheshire & Sullivan Counties PUMA, NH",2793849345.0,45717.36364390264,Dental assistants
"Philadelphia City (East) PUMA, PA",2793062546.0,41327.147180489075,"Opticians, dispensing"
"Jefferson County (South) PUMA, MO",2792825991.0,41780.55431024735,"Other therapists, including exercise physiologists"
"Bulloch, Effingham & Screven Counties PUMA, GA",2791204912.0,41279.55345379244,Marketing managers
"Milwaukee City (South) PUMA, WI",2790016832.0,43661.56908512015,Human resources managers
"Mentor, Painesville Cities & Madison Village PUMA, OH",2787890631.0,41692.209084651695,Telecommunications line installers & repairers
"Monroe County (North & West) PUMA, NY",2786325871.0,40687.84328688118,Mechanical engineers
"Mower, Steele, Freeborn & Dodge Counties PUMA, MN",2783908061.0,41814.721704688905,"Other therapists, including exercise physiologists"
"Apalachee Region (Outside Leon County) PUMA, FL",2783353628.0,42906.85034354209,Clergy
"Eastlake, Wickliffe, Willoughby & Willowick Cities PUMA, OH",2779491823.0,44851.88716534385,Firefighters
"Melbourne & West Melbourne Cities PUMA, FL",2779218013.0,45136.0632534287,Radio & telecommunications equipment installers & repairers
"Santa Ana City (West) PUMA, CA",2777410045.0,41680.35960242772,Personal care aides
"Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUMA, CA",2776661823.0,45247.72194112648,Biological scientists
"Ocean County (North Central) PUMA, NJ",2776112217.0,45515.26275542904,Taxi drivers
"Victorville & Adelanto Cities PUMA, CA",2771985528.0,37869.770622439035,Data entry keyers
"Arlington (Southeast) & Grand Prairie (Southwest) Cities PUMA, TX",2770665572.0,44244.0301637663,Secondary school teachers
"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town) PUMA, VA",2770551898.0,43545.88897184123,Cutting workers
"Oklahoma City (Central) PUMA, OK",2768995214.0,46311.67468214586,"Laborers & freight, stock, & material movers, hand"
"Clayton County (North)Forest Park City PUMA, GA",2768184700.0,37893.90356300687,Landscaping and groundskeeping workers
"DeKalb County (East Central)Redan PUMA, GA",2766612713.0,39693.99913566743,Lodging managers
"Outer Cape Cod Towns PUMA, MA",2762496660.0,43683.60432103038,Operations research analysts
"Wayne & Seneca Counties PUMA, NY",2762302340.0,43140.5767365376,"Power plant operators, distributors, & dispatchers"
"Schuylkill County PUMA, PA",2756526773.0,41897.920842885294,Landscaping and groundskeeping workers
"Sterling Heights City PUMA, MI",2753000150.0,42952.19991102747,Computer programmers
"Jeffersonville City PUMA, IN",2752843894.0,44500.11483557531,Dental hygienists
"Cowlitz, Pacific & Wahkiakum Counties PUMA, WA",2751153608.0,42171.656079074295,"Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians"
"Kalamazoo & Portage Cities Area PUMA, MI",2750148748.0,44052.751761316606,Police officers
"Miramar (East), Hallandale Beach & West Park Cities PUMA, FL",2748632992.0,39963.63711629464,Human resources workers
"Hancock & Putnam Counties PUMA, OH",2746255309.0,42179.941488255274,"Hairdressers, hairstylists, & cosmetologists"
"Westland, Garden City, Inkster & Wayne Cities PUMA, MI",2745221331.0,39835.02779001675,Education administrators
"Greater Seminole City PUMA, FL",2744180234.0,46135.57918826148,Licensed practical & licensed vocational nurses
"Margate & Coconut Creek Cities PUMA, FL",2743308949.0,42561.5926231798,Billing & posting clerks
"Warren & Washington Counties PUMA, NY",2742411863.0,41736.12282789474,Electronic home entertainment equipment installers & repairers
"El Paso City (East) PUMA, TX",2741559223.0,43193.08754524078,Dining room and cafeteria attendants and bartender helpers
"Pelham Parkway, Morris Park & Laconia PUMA, NY",2738344651.0,44471.765756407636,Editors
"Far Southeast New Mexico PUMA, NM",2737368318.0,42939.44186093181,"Office clerks, general"
"Modesto City (East) PUMA, CA",2736620717.0,40837.98012946625,Network and computer systems administrators
"Windham County PUMA, CT",2736090334.0,42827.70004627337,"Computer occupations, all other"
"Beachwood Borough PUMA, NJ",2735587980.0,42686.261433552536,Landscaping and groundskeeping workers
"Dubois, Knox, Spencer, Perry, Pike & Crawford Counties PUMA, IN",2734319328.0,43216.02305489834,Coaches and scouts
"Coon Rapids, Fridley & Columbia Heights Cities PUMA, MN",2734090012.0,41235.73072004083,Automotive body & related repairers
"Southside Planning District Commission & Commonwealth Regional Council PUMA, VA",2733247732.0,40812.286688282875,"Welding, soldering, & brazing workers"
"Blount County PUMA, TN",2732109869.0,41780.40144606155,"Office clerks, general"
"Phoenix City (North) PUMA, AZ",2731353151.0,44759.54794829559,Veterinary assistants & laboratory animal caretakers
"Gainesville City (Central) PUMA, FL",2729602299.0,43608.47218792597,Food service managers
"Sarasota County (North) PUMA, FL",2729003642.0,44188.39238915176,Bartenders
"Grant & Kittitas Counties PUMA, WA",2728724028.0,43277.05198969825,Other teachers and instructors
"West Piedmont Planning District Commission PUMA, VA",2728489726.0,40121.374431240816,Firstline enlisted military supervisors
"Stillwater City PUMA, OK",2727180322.0,40636.72747210129,"Architects, except landscape and naval"
"Vista City PUMA, CA",2726001496.0,43067.28164346499,"Miscellaneous agricultural workers, including animal breeders"
"Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties PUMA, IL",2724830802.0,40840.540164936705,"Heating, air conditioning, & refrigeration mechanics & installers"
"River Parishes PUMA, LA",2722755653.0,44146.46878085729,"Pressers, textile, garment, & related materials"
"Hancock & Shelby Counties PUMA, IN",2722249883.0,42895.55344253586,"Baggage porters, bellhops, & concierges"
"Jefferson & Lewis Counties PUMA, NY",2721507859.0,43092.96760232008,Physician assistants
"East Harlem PUMA, NY",2720975052.0,46051.105561778764,Dental hygienists
"Erie County (Northwest) PUMA, NY",2719508759.0,44183.2674139239,"Sales representatives, wholesale & manufacturing"
"Perris City, Temescal Valley & Mead Valley PUMA, CA",2717601719.0,40352.00546291016,Speechlanguage pathologists
"Jackrabbit Region PUMA, SD",2716812321.0,41731.92750769097,Surveying & mapping technicians
"Northeast Oklahoma PUMA, OK",2713707092.0,41924.84892268472,Pipelayers
